SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1449.35,1466.65,1426.00,1441.80,1440.45,1447.50,881,7444,10705451.00,
500003,AEGIS LOGIS ,A ,Q,293.50,294.80,285.50,287.10,288.80,288.60,472,10881,3157192.00,
500008,AMAR RAJA BA,A ,Q,903.00,903.00,889.25,891.40,894.00,893.20,666,16996,15225140.00,
500009,A.SARABHAI  ,X ,Q,18.95,19.35,18.35,19.05,19.00,18.55,216,73377,1386273.00,
500010,HDFC        ,A ,Q,2560.70,2560.70,2503.45,2510.75,2510.75,2535.15,3270,37909,95873289.00,
500012,ANDHRA PETRO,X ,Q,66.00,67.25,63.35,65.70,65.70,64.50,441,134723,8837471.00,
500013,ANSAL INFRAS,B ,Q,7.61,7.61,7.22,7.22,7.22,7.60,120,46980,340986.00,
500014,UTIQUE      ,X ,Q,2.03,2.12,2.03,2.12,2.12,2.12,22,5252,11129.00,
500016,ARUNAHTEL   ,XT,Q,5.57,5.57,5.24,5.57,5.57,5.31,11,3338,18432.00,
500020,BOM DYEING  ,A ,Q,79.95,80.95,78.50,79.05,79.05,79.10,1297,350564,27906777.00,
500023,ASIANHOTNR  ,B ,Q,71.00,72.40,69.50,70.10,69.50,72.15,62,4012,287892.00,
500027,ATUL LTD.   ,A ,Q,6819.00,6819.00,6690.00,6750.20,6803.00,6781.90,268,1004,6768003.00,
500028,ATV PROJECTS,XT,Q,4.95,5.15,4.71,4.78,4.94,4.95,38,11615,56280.00,
500031,BAJAJ ELECT.,A ,Q,1020.00,1020.00,980.00,990.30,1003.80,1000.85,834,8649,8550108.00,
500032,BAJAJHIND   ,A ,Q,7.16,7.26,6.86,6.90,6.90,7.16,1668,973201,6818710.00,
500033,FORCE MOTR  ,A ,Q,1289.05,1300.00,1280.00,1284.05,1285.80,1284.55,252,1454,1879157.00,
500034,BAJFINANCE  ,A ,Q,5499.00,5508.30,5419.00,5467.00,5467.00,5438.70,5590,60030,328210062.00,
500038,BALRAM.CHINI,A ,Q,211.00,214.00,201.50,203.30,203.30,210.90,2456,91355,18910696.00,
500039,BANCO PROD. ,B ,Q,164.50,164.50,156.60,158.20,157.80,160.40,1574,36868,5848488.00,
500040,CENTURY TEXT,A ,Q,498.05,509.45,494.20,499.25,500.35,493.95,2026,89360,44908173.00,
500041,BANNARI AMAN,A ,Q,1782.00,1798.00,1728.25,1737.35,1728.25,1753.75,30,42,74046.00,
500042,BASF INDIA  ,A ,Q,2242.00,2258.05,2193.00,2215.65,2202.90,2227.60,512,2911,6488597.00,
500043,BATA INDIA  ,A ,Q,1493.00,1528.75,1483.60,1487.40,1487.40,1495.55,2137,31218,46921292.00,
500048,BEML LTD    ,A ,Q,1360.00,1423.00,1352.00,1373.65,1373.65,1351.85,3764,72717,101239926.00,
500049,BHARAT ELECT,A ,Q,137.50,138.60,135.50,137.75,137.75,137.15,4997,506805,69518006.00,
500052,BHANSALI ENG,A ,Q,163.15,166.15,158.80,162.40,162.40,160.55,2373,163319,26554094.00,
500055,TATASTLBSL  ,B ,Q,47.40,47.75,46.25,46.60,46.60,47.35,721,297643,13894736.00,
500058,BIHAR SPONGE,XT,Q,1.77,1.80,1.77,1.80,1.80,1.77,15,52766,94966.00,
500060,BIRLACABLE  ,B ,Q,68.90,73.95,67.90,71.85,71.85,66.95,1914,179694,12906460.00,
500067,BLUE STAR   ,A ,Q,925.20,934.75,892.40,896.30,895.40,926.35,957,8840,8044396.00,
500068,DISA INDIA  ,X ,Q,4771.15,4820.95,4770.00,4777.05,4775.05,4831.75,17,133,635689.00,
500069,BNK CAPITAL ,X ,Q,137.95,156.00,137.95,142.65,143.00,137.95,45,3095,440267.00,
500074,BPL LTD.    ,B ,Q,26.30,27.15,25.95,26.00,26.00,27.00,202,23293,613988.00,
500078,OAL         ,B ,Q,586.10,603.90,584.00,586.55,597.10,601.95,376,2709,1599731.00,
500083,CENTURY EXT ,B ,Q,4.60,4.60,4.50,4.56,4.56,4.45,39,16744,76470.00,
500084,CESC LTD.   ,A ,Q,623.85,623.85,616.10,617.75,617.40,620.55,397,30136,18626150.00,
500085,CHAMBAL FERT,A ,Q,237.00,239.50,233.00,235.10,235.15,239.50,1080,57374,13575901.00,
500086,EXIDE IND.  ,A ,Q,200.35,202.15,197.10,197.55,197.55,199.75,1847,152980,30461496.00,
500087,CIPLA LTD.  ,A ,Q,801.00,808.35,787.15,792.60,792.60,805.30,2092,72366,57610170.00,
500089,DIC INDIA   ,B ,Q,405.25,405.35,396.40,402.25,402.25,404.00,74,228,91869.00,
500092,CRISIL LTD  ,A ,Q,1877.00,1933.15,1877.00,1919.90,1916.00,1904.90,392,1379,2651941.00,
500093,CGPOWER     ,B ,Q,60.55,63.30,60.55,62.85,62.85,60.30,1556,331727,20559342.00,
500096,DABUR (I)   ,A ,Q,525.75,530.70,525.00,529.15,529.15,526.10,2677,163169,86328697.00,
500097,DALMIASUG   ,A ,Q,171.40,171.40,165.70,166.10,166.10,168.90,2035,51857,8777548.00,
500101,ARVIND Ltd  ,A ,Q,73.00,76.55,73.00,74.60,74.15,73.90,837,74914,5651365.00,
500102,BALARPUR IND,Z ,Q,1.30,1.32,1.26,1.30,1.29,1.29,360,1989254,2589422.00,
500103,BHEL        ,A ,Q,55.90,56.15,53.50,53.90,53.90,55.25,18324,6472756,355405078.00,
500104,HIND.PETRO  ,A ,Q,243.50,245.65,240.65,241.75,242.00,241.95,6748,971070,236200019.00,
500106,IFCI LTD    ,A ,Q,14.71,14.71,14.24,14.24,14.24,14.98,10003,2657374,38115089.00,
500108,MAHA.TELE   ,B ,Q,22.90,24.13,22.20,22.58,22.58,22.95,7278,1043185,24021141.00,
500109,MRPL        ,A ,Q,40.15,41.65,36.00,40.35,40.35,40.15,1399,383384,15531535.00,
500110,CHENNAI PET.,A ,Q,111.00,111.00,107.35,109.95,110.50,107.50,450,36238,3958706.00,
500111,REL.CAP.    ,B ,Q,12.60,12.85,12.27,12.27,12.27,12.91,1368,617696,7642379.00,
500112,STATE BANK  ,A ,Q,385.80,387.50,376.15,378.45,378.45,383.70,16945,1798655,684315084.00,
500113,STEEL AUTH. ,A ,Q,77.55,78.15,74.70,75.05,75.05,76.65,4328,2217346,168170461.00,
500114,TITAN       ,A ,Q,1509.00,1531.50,1495.65,1500.35,1503.15,1491.65,6982,282607,428510879.00,
500116,IDBI BANK L ,A ,Q,40.45,40.85,38.25,38.65,38.65,40.35,9720,3592628,141210092.00,
500117,DCW LTD.    ,B ,Q,29.90,29.95,28.70,29.00,29.00,29.45,783,308072,8984805.00,
500119,DHAMPUR SUGA,A ,Q,191.85,192.40,186.15,186.70,186.45,191.35,296,14059,2655651.00,
500120,DIAMINES&CHM,X ,Q,271.00,275.00,268.05,270.10,270.10,276.35,500,16453,4455819.00,
500123,ELANTAS     ,A ,Q,3629.00,3681.00,3524.00,3556.40,3540.00,3597.00,231,1048,3739877.00,
500124,DR.REDDY'S  ,A ,Q,4370.00,4464.85,4366.40,4448.85,4448.85,4342.70,5422,48312,213727642.00,
500125,E.I.D.PAR   ,A ,Q,341.05,348.80,341.05,345.50,345.95,344.25,196,7174,2481969.00,
500126,PGHL        ,A ,Q,6519.00,6551.25,6461.00,6485.05,6485.05,6539.90,465,1002,6514277.00,
500128,ELEC.CASTING,B ,Q,25.80,26.30,24.95,25.25,25.30,25.60,310,100243,2543342.00,
500133,ESAB INDIA  ,A ,Q,1879.00,1900.00,1864.15,1871.20,1870.00,1870.40,170,534,1004047.00,
500135,EPL         ,A ,Q,229.55,233.95,226.60,230.95,230.95,228.15,1625,45409,10459399.00,
500136,ESTER INDUS.,B ,Q,126.95,129.50,116.15,121.65,121.65,125.15,2850,244738,30819587.00,
500144,FINOL. CABLE,A ,Q,401.00,403.45,388.25,394.60,394.60,396.15,451,9726,3867893.00,
500147,COCKERILL   ,X ,Q,838.20,845.95,814.40,829.60,821.55,813.00,37,3222,2692026.00,
500148,UFLEX LTD   ,A ,Q,448.00,448.00,430.20,437.85,435.00,438.65,1165,34083,14946975.00,
500150,FOSECO INDIA,B ,Q,1210.00,1239.80,1209.00,1212.70,1212.70,1225.00,9,127,154962.00,
500151,GOLDEN TOB  ,B ,Q,45.00,48.05,43.60,45.95,44.35,44.70,108,4215,189106.00,
500153,GANESH BENZO,X ,Q,68.10,71.00,68.10,68.95,68.95,69.00,196,30030,2092010.00,
500159,METROGLOBL  ,X ,Q,55.80,62.40,55.80,57.00,57.00,58.50,29,1773,101981.00,
500160,GTL LTD.    ,B ,Q,6.75,6.75,6.44,6.52,6.55,6.59,1610,28950,188767.00,
500163,GODFREY PH  ,A ,Q,900.00,903.00,894.00,895.30,896.00,893.70,243,2884,2587992.00,
500164,GODREJ IND  ,A ,Q,508.00,521.00,502.90,506.30,506.30,503.00,1255,36494,18696666.00,
500165,KANSAI NERO ,A ,Q,554.30,570.00,544.65,551.15,551.00,562.30,1096,16727,9247071.00,
500166,GOODRICKE   ,X ,Q,232.40,232.50,225.00,230.15,230.15,226.70,135,6590,1513294.00,
500168,GOODYEAR (I),A ,Q,954.00,955.75,936.00,939.15,939.15,948.75,459,2971,2807554.00,
500170,GTN INDUS   ,B ,Q,11.36,12.49,11.36,12.35,12.35,11.90,36,7088,85084.00,
500171,GHCL LTD    ,A ,Q,239.00,242.95,235.55,236.25,236.15,238.10,282,7592,1806297.00,
500173,GFLLIMITED  ,A ,Q,86.00,87.50,84.15,85.75,86.60,86.80,175,6086,520835.00,
500174,GUJ.LEASE   ,B ,Q,2.66,2.69,2.53,2.69,2.69,2.66,10,6568,16977.00,
500179,HCL INFOSYS ,B ,Q,10.00,10.74,9.74,9.74,9.74,10.25,1039,397187,4030546.00,
500180,HDFC BANK   ,A ,Q,1529.00,1540.00,1509.50,1512.80,1512.80,1529.15,12777,277382,422923822.00,
500182,HEROMOTOCO  ,A ,Q,3295.00,3299.95,3248.50,3254.05,3254.05,3265.95,2343,26995,88094945.00,
500183,HFCL        ,A ,Q,28.25,28.70,27.90,28.00,28.00,27.90,1326,461033,13032874.00,
500184,HSCL        ,A ,Q,45.20,46.50,44.85,45.05,45.05,45.20,3607,881511,40115072.00,
500185,HIND.CONSTN.,A ,Q,9.00,9.05,8.67,8.72,8.72,8.85,599,542383,4753095.00,
500186,HIND.OIL EXP,A ,Q,105.95,114.05,104.45,109.95,109.95,106.35,1123,103701,11058555.00,
500187,HSIL        ,B ,Q,165.40,175.75,165.40,171.80,171.55,164.40,436,11024,1882657.00,
500188,HINDUS.ZI   ,A ,Q,302.00,308.50,297.65,303.55,303.55,300.80,2955,68548,20683623.00,
500189,NXTDIGITAL  ,B ,Q,482.50,492.95,466.05,474.55,492.00,484.05,61,411,196685.00,
500191,HMT LTD.    ,Z ,Q,38.40,38.90,35.70,35.75,35.90,37.55,170,16428,602600.00,
500192,PRAG BOSIMI ,XT,Q,1.62,1.78,1.62,1.77,1.78,1.70,23,173684,295133.00,
500193,HLVLTD      ,B ,Q,7.30,7.30,6.66,6.70,6.71,7.00,187,44309,299898.00,
500199,I.G.PETRO   ,B ,Q,502.15,502.15,477.70,481.50,481.20,495.70,579,7378,3593427.00,
500201,IND.GLYCOLS ,A ,Q,493.00,499.15,461.05,466.75,466.75,491.80,1553,38291,18098134.00,
500202,IND.LEAS.DEV,X ,Q,10.55,10.55,10.55,10.55,10.55,10.05,1,1,10.00,
500206,MARGO FIN   ,X ,Q,9.39,9.39,9.39,9.39,9.39,8.95,4,2000,18780.00,
500207,INDO RAMA   ,B ,Q,39.80,40.85,39.60,40.55,40.55,40.05,315,15213,614357.00,
500209,INFOSYS LTD ,A ,Q,1382.20,1406.25,1380.15,1384.25,1384.25,1373.10,9606,266475,371162615.00,
500210,INGERSOLL   ,A ,Q,740.00,740.00,725.00,729.10,725.00,733.35,311,1474,1081483.00,
500211,INSILCO LTD.,X ,Q,8.10,8.10,7.12,7.24,7.24,7.80,139,79317,588372.00,
500212,INTEG.FIN.SE,XT,Q,31.00,31.00,28.10,30.50,31.00,29.55,3,7,214.00,
500213,INTER.TRAVEL,X ,Q,66.20,68.95,64.50,65.80,65.80,65.20,101,9243,616820.00,
500214,ION EXCHANGE,A ,Q,1450.00,1479.00,1392.25,1399.05,1399.05,1451.50,1281,50217,72124521.00,
500215,AGRO TECH FO,A ,Q,809.00,856.15,809.00,833.55,820.20,819.30,122,419,350444.00,
500219,JAIN IRRIG  ,A ,Q,22.50,23.00,21.65,22.25,22.25,22.50,618,252479,5602005.00,
500220,JASCH INDUST,X ,Q,55.95,56.45,53.70,56.00,56.45,55.10,40,6202,342324.00,
500223,JCT LTD     ,X ,Q,0.91,0.93,0.87,0.93,0.93,0.89,364,1774071,1624534.00,
500227,JINDAL POLYF,A ,Q,928.95,928.95,871.45,871.45,871.45,917.30,810,14575,12877369.00,
500228,JSWSL       ,A ,Q,433.00,434.40,419.50,425.40,425.40,429.65,9549,1395237,592289982.00,
500231,UMANG DAIR  ,B ,Q,63.40,63.40,60.20,61.40,61.40,61.00,38,1912,116113.00,
500233,KAJARIA CER.,A ,Q,990.00,990.00,953.00,962.45,962.45,969.55,717,7224,6974361.00,
500234,KAKATIYA CEM,B ,Q,184.00,185.45,177.50,177.60,177.60,181.75,83,3021,550468.00,
500235,KALYANI STEL,A ,Q,321.00,321.00,317.10,318.25,319.45,315.05,282,7042,2241511.00,
500236,KANELIND    ,XT,Q,1.22,1.22,1.20,1.20,1.20,1.22,2,80,96.00,
500238,WHIRLPOOL   ,A ,Q,2440.00,2457.55,2387.15,2399.50,2394.00,2416.85,661,2435,5868394.00,
500239,KG DENIM    ,X ,Q,29.50,31.75,28.10,31.60,31.50,30.20,106,31311,956934.00,
500240,KINETIC ENG.,XT,Q,42.05,44.30,42.05,43.05,43.55,43.55,46,6606,284949.00,
500241,KIRL.BROS.  ,B ,Q,214.50,214.50,198.25,205.00,203.85,210.35,1167,33669,6904179.00,
500243,KIRL INDUS  ,B ,Q,1280.35,1296.00,1260.00,1267.15,1285.00,1240.00,103,379,482448.00,
500245,KIRL.FERROUS,B ,Q,159.30,164.20,157.00,161.55,164.20,158.45,497,13155,2089749.00,
500246,ENVAIN ELECT,XT,Q,33.10,35.50,33.10,35.00,35.00,34.00,3,225,7735.00,
500247,KOTAK MAH.BK,A ,Q,1918.70,1940.85,1900.00,1903.80,1903.80,1918.70,6279,106175,204127806.00,
500249,KSB         ,A ,Q,803.60,804.00,793.00,797.50,796.20,800.85,59,344,274684.00,
500250,L.G.BALKRISH,A ,Q,330.20,334.35,318.75,321.70,319.40,327.65,275,4150,1355463.00,
500251,TRENT LTD.  ,A ,Q,839.95,865.00,836.35,849.25,849.20,845.50,907,18700,15956061.00,
500252,LAXMIMACH   ,A ,Q,7645.90,7850.00,7600.00,7752.95,7752.95,7571.60,598,1584,12250623.00,
500253,LIC HOUS.FIN,A ,Q,423.75,434.00,420.90,429.85,427.55,419.60,1762,115499,49414596.00,
500257,LUPIN LTD.  ,A ,Q,1066.00,1068.05,1041.85,1054.75,1050.30,1061.35,2092,90500,95404688.00,
500259,LYKA LABS   ,T ,Q,26.35,26.35,25.65,26.35,26.35,26.35,34,5619,146343.00,
500260,RAMCOCEM    ,A ,Q,1006.40,1012.10,990.50,999.20,998.60,1011.25,684,14891,14880340.00,
500264,MAFATLAL IND,X ,Q,91.65,95.00,91.65,93.50,94.95,93.00,26,1144,107843.00,
500265,MAH.SEAMLESS,A ,Q,283.15,285.50,281.00,281.90,281.90,282.95,466,7999,2261090.00,
500266,MAH.SCOOTER ,A ,Q,3623.00,3677.05,3623.00,3669.85,3661.00,3632.75,579,1305,4764050.00,
500267,MAJESTIC AUT,X ,Q,112.10,114.00,112.10,112.10,112.10,114.85,15,724,81498.00,
500268,MANALI PETRO,B ,Q,66.45,67.80,64.90,65.20,65.20,66.05,856,134455,8858651.00,
500271,MFSL        ,A ,Q,900.00,906.40,870.60,875.85,873.00,893.30,776,17037,15116044.00,
500277,MID INDIA IN,XT,Q,3.23,3.23,3.23,3.23,3.23,3.08,1,70,226.00,
500279,MIRC ELECT  ,T ,Q,14.25,14.50,13.56,13.64,14.00,14.27,109,75427,1040729.00,
500280,CENTURY ENKA,B ,Q,266.00,274.00,263.90,270.55,270.55,261.70,588,17933,4852981.00,
500284,LORDS CHLORO,X ,Q,30.20,33.05,30.20,32.80,32.80,31.55,9,411,13386.00,
500285,SPICEJET LTD,A ,Q,80.10,80.70,78.70,79.10,79.10,80.80,6565,753565,60022213.00,
500288,MOREPEN LAB.,A ,Q,35.30,37.40,35.10,35.45,35.45,35.15,1185,421768,15293932.00,
500290,MRF LTD.    ,A ,Q,88600.00,88600.00,86480.20,86828.85,86936.30,87572.05,780,1328,115894785.00,
500292,HEIDEL CEM  ,A ,Q,225.90,225.90,221.60,223.35,223.75,225.05,528,14294,3192431.00,
500294,NCC         ,A ,Q,86.80,90.90,84.50,86.90,86.90,85.95,3023,589207,50895948.00,
500295,VEDL        ,A ,Q,227.50,228.30,221.10,226.55,226.55,225.95,3952,652661,146589015.00,
500296,NAHAR SPG.  ,B ,Q,119.95,122.00,112.50,118.60,116.00,118.10,897,37360,4368654.00,
500298,NAT.PEROXIDE,A ,Q,1977.00,2098.80,1935.00,2078.80,2078.80,1956.80,2469,36891,75669609.00,
500300,GRASIM IND. ,A ,Q,1399.90,1399.90,1378.40,1383.30,1387.00,1383.30,1968,56916,78825206.00,
500302,PEL         ,A ,Q,1875.00,1889.55,1853.50,1876.95,1874.95,1863.05,2721,46183,86392233.00,
500304,NIIT LTD.   ,A ,Q,190.00,190.45,180.00,180.75,181.00,186.20,1555,43226,7957784.00,
500306,JAYKAY      ,XT,Q,31.25,31.25,31.25,31.25,31.25,30.65,37,10457,326781.00,
500307,NIRLON      ,A ,Q,282.00,282.00,273.20,273.35,273.20,273.00,43,4269,1168791.00,
500312,ONGC CORPN  ,A ,Q,113.75,116.25,113.75,115.10,115.10,114.30,5042,911176,104934305.00,
500313,OIL COUNTRY ,B ,Q,5.20,5.20,5.20,5.20,5.20,4.96,7,2251,11705.00,
500314,ORIENT HOTEL,B ,Q,24.05,25.20,23.90,24.10,24.05,24.25,88,3040,73618.00,
500317,OSWAL AGRO. ,B ,Q,10.91,10.92,10.30,10.54,10.53,10.72,56,6246,66276.00,
500319,INDIAN SUCRO,X ,Q,23.95,23.95,22.60,23.25,23.45,23.00,46,9879,228976.00,
500325,RELIANCE    ,A ,Q,2114.80,2125.80,2096.05,2100.45,2100.45,2108.75,11870,223111,470408992.00,
500327,PILITA      ,B ,Q,16.73,16.92,16.20,16.24,16.24,16.63,90,37195,614767.00,
500330,RAYMOND     ,A ,Q,372.00,372.50,365.50,368.25,368.25,367.25,1053,55846,20535168.00,
500331,PIDILITE    ,A ,Q,1725.00,1738.80,1711.40,1719.95,1719.95,1712.50,928,23342,40133060.00,
500333,PIX TRANS   ,X ,Q,339.05,347.50,338.00,343.35,343.35,337.55,153,16945,5769100.00,
500335,BIRLA CORPN.,A ,Q,853.00,858.70,842.85,850.30,851.75,853.00,620,9463,8035991.00,
500336,SURYA ROSHNI,A ,Q,371.70,388.90,371.70,379.45,381.85,372.95,1650,87053,33009436.00,
500337,PRIME SECUR.,T ,Q,45.00,45.95,43.65,44.40,45.50,45.05,13,294,13078.00,
500338,PRSMJOHNSN  ,A ,Q,115.00,120.55,113.95,118.65,118.65,114.65,1817,77855,9150954.00,
500339,RAIN        ,A ,Q,156.50,158.40,150.95,151.90,151.90,155.90,2200,277665,43057432.00,
500343,AMJLAND     ,B ,Q,25.90,25.90,24.90,24.95,24.90,25.20,72,5774,144967.00,
500346,PUN.COMMUNI.,B ,Q,23.55,24.50,22.10,22.50,22.50,23.55,19,1592,36465.00,
500350,RSWM  LTD   ,B ,Q,194.00,212.65,194.00,206.20,206.20,193.35,867,10544,2154158.00,
500354,RAJSH.SUGAR ,T ,Q,19.10,19.50,19.10,19.15,19.10,20.10,44,6348,121595.00,
500355,RALLIS INDIA,A ,Q,269.70,270.10,263.55,266.15,266.50,269.50,554,20264,5391656.00,
500356,RAMANEWS    ,B ,Q,17.25,17.75,16.60,16.74,16.70,16.50,73,7393,127424.00,
500357,RAMA PAPER  ,XT,Q,15.05,15.05,14.51,15.05,15.05,14.79,8,1665,24430.00,
500360,RAPICUT CARB,X ,Q,24.70,26.00,24.55,24.70,24.55,24.50,36,4381,110845.00,
500365,WELSPLSOL   ,X ,Q,9.85,10.00,9.63,9.92,9.93,9.86,50,11468,112926.00,
500366,ROLTA (I)   ,B ,Q,4.02,4.09,3.95,4.01,4.01,4.02,14655,110034,440496.00,
500367,RUBFILA INT.,X ,Q,62.50,62.70,59.80,61.20,61.20,60.75,174,39667,2431164.00,
500368,RUCHI SOYA  ,B ,Q,709.30,713.95,700.00,702.10,702.10,705.50,481,3933,2780339.00,
500370,SALORA INT. ,XT,Q,38.35,38.35,38.35,38.35,38.35,36.55,40,3767,144464.00,
500378,JINDAL SAW  ,A ,Q,79.90,81.05,78.45,78.75,78.75,79.50,644,126896,10053190.00,
500380,JK LAKSHMI  ,A ,Q,427.65,430.25,420.40,424.40,427.90,423.20,726,19043,8091991.00,
500387,SHREE CEMENT,A ,Q,27653.00,27921.25,27370.00,27436.20,27370.00,27634.95,374,907,25030932.00,
500388,SHREE KRISHN,XT,Q,12.92,13.60,12.92,13.60,13.60,13.60,8,3178,41197.00,
500390,REL INFRA   ,A ,Q,38.00,38.50,35.55,35.90,35.90,37.60,1419,400501,14706668.00,
500400,TATA POWER  ,A ,Q,112.15,112.40,109.15,109.65,109.65,111.55,20509,4329946,478034532.00,
500402,SPMLINFRA   ,B ,Q,12.38,12.45,11.60,12.00,12.00,11.99,17,2252,26960.00,
500403,SUNDARAM FAS,A ,Q,760.00,804.20,760.00,788.95,788.95,758.05,1238,14517,11359395.00,
500404,SUNFLAG IRON,A ,Q,67.00,67.00,63.40,63.65,63.40,63.60,510,49160,3150119.00,
500405,SUPREME PET ,A ,Q,439.55,439.55,426.65,435.20,436.00,434.95,514,6574,2859376.00,
500407,SWARAJ ENGIN,A ,Q,1367.45,1368.50,1341.50,1344.20,1345.00,1351.25,85,255,344820.00,
500408,TATA ELXSI  ,A ,Q,2747.90,2822.25,2717.00,2764.25,2764.25,2716.35,2529,32299,89491992.00,
500410,ACC LTD     ,A ,Q,1769.90,1788.55,1761.80,1765.65,1765.65,1767.80,1027,19179,34108983.00,
500411,THERMAX     ,A ,Q,1379.60,1383.00,1360.00,1378.80,1380.00,1391.45,957,4744,6515928.00,
500412,THIRUMALAI  ,A ,Q,102.30,102.75,99.20,99.65,99.65,101.20,631,47817,4838779.00,
500413,THOMAS COOK ,A ,Q,52.70,54.70,51.25,51.25,51.25,53.90,800,70331,3692540.00,
500414,TIMEX GROUP ,X ,Q,30.10,32.60,30.00,31.60,31.80,30.10,230,96629,2996957.00,
500418,TOKYO PLAST ,B ,Q,69.55,71.65,69.55,70.15,70.15,69.10,92,5167,363494.00,
500420,TORRENT PHAR,A ,Q,2447.00,2479.00,2431.90,2471.10,2462.00,2432.60,825,8507,20949417.00,
500422,TRANSCHEM   ,X ,Q,18.50,18.50,17.00,17.00,17.00,17.75,25,1868,32266.00,
500425,AMBUJA CEME ,A ,Q,284.10,289.95,284.10,285.40,285.40,283.45,1660,175962,50482638.00,
500426,UTLINDS     ,XT,Q,12.10,12.18,11.65,12.11,12.10,11.60,29,5879,69593.00,
500429,UNIPHOS ENT.,B ,Q,82.75,83.70,81.50,81.50,81.50,81.85,235,20451,1691050.00,
500439,VARD HOLDNG ,B ,Q,1851.00,1854.00,1842.00,1854.00,1854.00,1808.25,29,32,59099.00,
500440,HINDALCO    ,A ,Q,336.00,336.80,326.25,333.65,333.60,333.60,2094,337816,111851766.00,
500444,WEST COAS PA,A ,Q,244.90,269.00,244.00,256.10,256.10,235.75,2530,106847,27774339.00,
500449,HIND.ORG.CHM,T ,Q,34.55,36.25,33.25,33.50,33.35,35.00,590,195225,6699912.00,
500450,MPIL CORP L ,X ,Q,275.00,275.00,260.00,260.00,260.00,272.50,2,11,3010.00,
500456,PAS.ACRYLON ,X ,Q,17.88,17.88,16.41,16.52,16.52,17.33,227,71117,1196609.00,
500458,KORE        ,XT,Q,2.41,2.52,2.30,2.30,2.30,2.40,11,4535,10824.00,
500459,PROCTER &GAM,A ,Q,12734.05,13025.00,12734.05,12922.80,12934.90,12980.35,277,478,6205714.00,
500460,MUKAND LTD. ,B ,Q,58.00,60.00,57.30,59.00,59.00,58.50,75,6088,356823.00,
500463,AGCNET      ,B ,Q,997.65,1011.95,991.00,1002.15,1002.15,1010.35,31,59,59312.00,
500464,UCAL FUEL   ,B ,Q,155.00,157.20,151.55,152.15,152.15,154.10,2829,60015,9305656.00,
500467,HARR.MALAYAL,B ,Q,162.00,171.00,160.20,162.20,162.20,159.60,1705,101652,16861310.00,
500469,FEDERAL BANK,A ,Q,83.95,84.85,82.50,83.60,83.60,83.75,3538,1170259,97975213.00,
500470,TATA STEEL  ,A ,Q,740.00,740.55,719.50,724.05,724.05,736.05,7251,538475,390697028.00,
500472,SKF INDIA   ,A ,Q,2220.45,2249.60,2204.00,2235.00,2230.00,2230.45,258,678,1511277.00,
500477,ASHOK LEYL. ,A ,Q,122.25,123.90,120.10,123.15,123.15,121.45,3681,634700,77340569.00,
500480,CUMMINS (I) ,A ,Q,864.00,875.00,852.90,859.75,858.60,862.65,1489,66285,57151651.00,
500483,TATA COMM   ,A ,Q,1206.30,1252.95,1202.00,1213.00,1213.00,1297.30,10550,219922,269421950.00,
500488,ABBOTT (I)  ,A ,Q,14473.00,14791.00,14400.00,14764.75,14783.40,14528.90,154,331,4857231.00,
500490,BAJ HOLD INV,A ,Q,3460.00,3585.40,3460.00,3507.50,3547.00,3493.20,579,1975,6958122.00,
500493,BHARAT FORGE,A ,Q,618.00,621.00,609.05,610.85,613.40,613.55,1340,39874,24518009.00,
500495,ESCORTS LTD.,A ,Q,1367.00,1370.05,1337.90,1350.75,1350.75,1362.15,1134,23064,31176449.00,
500500,HIND.MOTORS ,T ,Q,6.80,6.97,6.71,6.78,6.75,6.89,36,5984,40425.00,
500510,LARSEN & TOU,A ,Q,1487.00,1497.20,1457.00,1461.00,1461.00,1484.15,9176,150594,221464721.00,
500520,MAH & MAH   ,A ,Q,850.00,856.05,840.10,842.60,842.60,844.45,3102,106497,90084354.00,
500530,BOSCH LTD   ,A ,Q,15100.00,15100.00,14711.10,14807.30,14812.20,14983.05,512,1240,18417686.00,
500540,PREMIER LTD ,T ,Q,2.97,2.97,2.97,2.97,2.97,3.12,22,8300,24651.00,
500547,BHARAT PET. ,A ,Q,464.00,465.55,452.25,453.80,453.80,460.60,12626,798437,364564911.00,
500550,SIEMENS LTD.,A ,Q,1868.05,1888.00,1854.00,1883.35,1883.35,1867.80,1131,13556,25362813.00,
500570,TATA MOTORS ,A ,Q,320.30,321.80,315.30,319.75,319.75,318.45,13729,1860583,592537182.00,
500575,VOLTAS LTD  ,A ,Q,1058.20,1067.70,1025.50,1030.35,1032.55,1058.55,1940,75515,78547496.00,
500620,GREAT EASTE ,A ,Q,325.20,339.55,325.20,333.80,333.80,324.20,1049,37102,12409055.00,
500645,DEEPAK FERT.,A ,Q,235.50,238.00,220.35,233.60,233.60,232.85,4262,230337,53344610.00,
500650,EXCEL INDUST,A ,Q,869.95,909.85,861.35,884.00,883.35,869.95,1006,5729,5076841.00,
500655,GARWARE POLY,X ,Q,730.00,740.00,705.00,714.70,720.00,729.65,307,10389,7452453.00,
